uuid	patent_id	text	dependent	sequence	exemplary
0006xvjguc5ffemetbjoar6so	7756368	The method of claim 25 wherein the plurality of beam deflector arrays are in substantially fixed positions relative to a wavelength separator and selectively optically coupling the plurality of spectral channels to the selected beam deflector array includes selectively optically deflecting the spectral channels toward the selected beam deflector array.	25	41	False
0006xvldnp8snvs6dve3z04xh	4133464	A frame assembly for a back pack as in claim 8 further including means engagable with said side bars for maintaining the spacing between said side bars essentially constant to hold said fittings in bearing engagement therewith.	NULL	10	False
0006xxbirzsgryjikvlq8t373	8394778	The method of claim 1, wherein the nucleic acid inhibitor is an siRNA or shRNA.	1	2	False
0006yoh5tv6nolwfclekxgtgm	7479065	The system of claim 65, wherein selection of game play elements using a touch panel comprises selection of a reel for special game play using a touch panel.	65	66	False
000715b2tfktbh2qd597nr38o	9416228	The medical product according to claim 5, wherein the NU-PDX comprises 3 to 50 pendant nucleophilic groups per 100 monomers.	5	6	False
00071b6qpri7bzgcbqomrsuqv	9338488	A method for media broadcasting, comprising:monitoring network traffic and separating by a router a first channelized video content from the network traffic originated by a first content provider;tracking the first channelized video content to be transmitted to a user;counting number of users requesting and receiving the first channelized video content and recording a uni-casting transmission for delivery of the first channelized video in a broadcast database;identifying whether to perform a switchover from a plurality of uni-casting transmissions to a multicasting transmission for broadcasting the first channelized video content and resetting a first session type associated with the first channelized video content from a uni-casting session to a multicasting session in response to the number of UEs stored in the broadcast database;establishing a multicasting session between the router and a base station; andswitching from the plurality of uni-casting sessions to the multicasting session for broadcasting the first channelized video content from the base station to one or more users.	NULL	11	False
00071ciwmv0x5h13jdxm54wyw	8622190	The method of claim 20 wherein said coin sensor comprises a coil.	20	25	False
00071xi93iq6rc0uvgr5srflu	6969316	The gaming device of claim 1, wherein the point value of the dealer's hand includes a sum of the values in the dealer's hand.	1	13	False
0007221hpcc2a7d7ibtogtc45	7790012	The system of claim 1, wherein the cathode electrolyte comprises carbonate ions, bicarbonate ions, or a combination thereof.	1	7	False
00072k6aswrf928yji6f2tlqj	6361419	The carrier head of claim 8, wherein the perimeter portion of the first flexible membrane extends outwardly over a top of the control ring.	8	9	False
00072v6j2dhq1b2ozfwwmyhk7	4182968	An ion feedback electron multiplier comprising:an envelope;means for generating ions within the envelope;a plurality of dynodes in the envelope arranged in a chain comprising two groups of dynodes being spaced from and substantially parallel to each other;a source of electrons within the envelope at one end of the dynode chain, the source being capable of emitting electrons upon ion bombardment; andmeans in the envelope for preventing ions from bombarding at least some of the dynodes without appreciably inhibiting the flow of electrons through the dynode chain or the flow of ions from the other end of the dynode chain toward the electron source, wherein said bombarding preventing means comprises a projection on at least some of the dynodes in each group, the projection extending into the space between the groups of dynodes from the end of the dynode which is nearest the electron source, and wherein the ratio of the dynode width to the space between the dynode groups is about 1:1 and the ratio of the space between adjacent dynodes to the space between the groups is about 0.4:1.	NULL	2	False
00073a62h5ez578oxrfpuox5f	5377568	A device according to claim 1, in which the detection means is contactless.	NULL	2	False
00073v4b3pooecqxqfdbe8dmk	7962869	The method of claim 4, further comprising:mapping the register transfer level netlist to a selected technology architecture.	4	5	False
00074b0z9vwez0p07c9l442au	6204446	A utility pole assembly comprising:a hollow shaft;a handhole in the side of the shaft;a compartment in the handhole, the compartment comprising:a sidewall forming an enclosure sized to be received in the handhole, the sidewall having a front edge that defines a front access opening; andat least one latch receiver in the sidewall;a cover sized to occlude the front access opening, the cover having a body portion circumscribed by an edge;a latch depending from the cover and comprising a foot movable between a latched position and an unlatched position, wherein in the latched position the foot non-threadedly engages the latch receiver in the sidewall to secure the cover over the access opening and so that in the unlatched position the foot is disengaged from the latch receiver.	NULL	23	False
000759b7889c3jc9sjdkwc2zk	7555835	The method of claim 1 further comprising performing a via process to form a plurality of vias in the wafer.	1	10	False
00075es11vzgvdalnp4rgnajr	8012101	A punching tool as claimed in claim 2, wherein a tip of the punch is arranged to be moved a distance of at least 2 mm past a free end of the guidance means that is opposite the connection point.	2	4	False
00075vqglse7060s441rueufm	8021470	An inkjet recording apparatus comprising an ink cartridge according to claim 8 and an ink ejection unit, wherein a water-based ink comprised in the ink cartridge is ejected from the ink ejection unit.	8	9	False
00075wxhyy6qk6b93owdxu5eu	8656386	The method of claim 6, wherein templates for VM use are located in a separate storage area of a hard disk drive accessible by the host OS.	6	7	False
00077ggb2pz0qnb94jdjxukpg	5571394	The electrode probe as defined in claim 13, wherein said cylindrical element and said crucible are each circular in cross section, and said cylindrical element is concentric with said crucible.	NULL	14	False
00078955tpugescvhbib1bu88	6063630	The method of claim 15 in which the negative selection marker is gpt and the negative selective agent is 6-thioxanthine.	NULL	21	False
000790szgbgyribt4cl2g141t	7193347	The motor-sensor system according to claim 1, wherein the contact surface between the angular mounting clamp and the end face is formed as a circle or a segment of a circle.	1	5	False
000790xkwyb16ffbv2u0soh23	4284753	The composition of claim 14 wherein the stannous salt is stannous octoate.	NULL	15	False
0007amemaad0qokjlweyr67tm	4514823	A method of serially extending a parallel channel from a host processor to an I/O device, comprising the steps of:channel extension logic storing a command generated by the host processor;said channel extension logic generating a command frame manifesting the stored command and control information identifying the frame as a host command;said channel extension logic serializing the generated command frame and transmitting said serialized command frame to said device;said device analyzing said transmitted command frame and said device generating a response frame, including control information, manifesting one of either that data defined by said response frame is to be directly transferred from the main storage of said host processor to the device, that data included in said response frame is to be directly transferred to said main storage of said host processor from said device, or that the execution of the command by the device has been terminated;said device serializing the generated response frame and transmitting said serialized response frame to said channel extension logic;in the event that said response frame manifests that data is to be transferred from said host memory to said device, said channel extension logic cycle stealing the data from said host memory, serializing said data, transmitting said serialized data to said device, and repeating from said step of analyzing;in the event that said response frame from said device manifests that the data included in said response frame is to be stored in said host memory, said channel extension logic cycle stealing the data included in said response frame into said host memory; andin the event that said response frame from said device manifests that the execution of the command by the device has been terminated, said channel extension logic awaiting another command generated by said host processor.	NULL	1	True
0007attdcuv3j1ybkm2xguluu	8418173	The method of claim 1, wherein the information indicative of the location of the unauthorized environment includes an IP address associated with the physical machine.	1	10	False
0007b0i7tvcebuj7s5rfhuvgm	5154849	A mild skin cleansing composition according to claim 6 wherein the ratio of gum:fluid is about 3:2 to about 2:3.	NULL	7	False
0007b42gjivubspmos8jd2uw2	5747874	A semiconductor device comprising a plurality of semiconductor devices arranged in a stacked formation, each of the plurality of semiconductor devices comprising: a semiconductor element; a semiconductor device base member having an element mounting portion on which the semiconductor element is mounted; and a resin sealing the semiconductor element, the semiconductor device base member comprising a base part and lead parts supported by the base part, wherein the base part and lead parts are integrally formed, the lead parts being electrically connected to the semiconductor element, the semiconductor device base member having bent portions defined by bending the semiconductor device base member, wherein the lead parts are located on outer sides of the semiconductor device base member, the bent portions being located in edge portions of the semiconductor device base member and exposed from the resin, the bent portions functioning as first external connection terminals electrically connected to the semiconductor element, the lead parts extending on a back surface of the semiconductor device base member opposite to the element mounting portion thereof, the lead parts extending on the back surface function as second external connection terminals, the first external connection terminals of an upper one of the semiconductor devices being in contact with the second external connection terminals of a lower one of the semiconductor devices.	NULL	23	False
0007cigkjr4b403zeff1gtaxm	8364229	The analyte sensor of claim 35, wherein at least a portion of the membrane comprises a tortuous diffusion path configured to render inactive, at the electrode, at least one noise-causing electroactive species.	35	48	False
0007ckrwxcqif6cszk65a5dq9	4371291	An apparatus according to claim 4 wherein said coaxial alignment means include joint means for connecting the first subsea conduit to the second subsea conduit permitting 360.degree. hinged movement therebetween and bearing means for causing the first subsea conduit to move into coaxial alignment with the second subsea conduit.	NULL	9	False
0007dut8ltrpww47q3jg8z3d8	9252165	The semiconductor device structure according to claim 2, wherein the second dielectric layer is a single-layer or multi-layer structure.	2	4	False
0007e1mpa76q0lejziqq1tlpo	9137935	The method of claim 6, wherein the second fluid is disposed above the first fluid and wherein the part is passed through the second fluid to enter the first fluid.	6	7	False
0007f9oi8pzmyy0sw1qo9pc4v	5888519	The vaccine of claim 21, wherein the lipid A is selected from the group consisting of one or more of lipopolysaccharide, native lipid A, monophosphoryl lipid A, diphosphoryl lipid A, and immunogenic derivatives, subunit structures or degradation products thereof.	NULL	22	False
0007gc22ur0o29lf67qq59pdb	6532029	A method of compensating for imaging offset of a dot produced by an exposure unit, on a substrate, in an imaging system, the imaging system comprising an array of exposure units each producing a dot having an uncompensated dot position that is out of alignment with an ideal dot position, the method comprising:determining the imaging offset as a distance between the ideal dot position and the uncompensated dot position for each exposure unit; matching the uncompensated dot position to the ideal dot position the determining step comprising determining the imaging offset as a distance between the ideal dot position and the uncompensated dot position for each exposure unit; and the matching step comprising matching the uncompensated dot position to the ideal dot position for each exposure unit.	NULL	10	False
0007h80w0cplmn28xfwleohwo	7590490	A navigation system according to claim 14, wherein the user interface device is arranged to receive a user response regarding generation of an alternate route.	14	15	False
0007hed49w89qaeyzql9pg0v8	8135196	A pivotal poly-plane imaging unit for imaging a moving examination object, comprising:a first image recording unit having a first imaging plane that records a first set of projection images of the moving examination object in first different relative positions at respective instants in a single rotational pass;a second image recording unit having a second imaging plane and arranged relative to the first image recording unit by an offset angle &#x3b3; so that the first imaging plane is overlapped with the second imaging plane and no gaps between the first and the second imaging planes during the recording, wherein the second image recording unit mutually synchronized records a second set of projection images of the moving examination object in second different relative positions differing with the first different relative positions by the offset angle &#x3b3; at the same respective instants in the single rotational pass, the first and the second recording units recording the projection images at a fan angle &#x3b2; and pivoted about an angle at least 180&#xb0;+&#x3b2;;a control and evaluation unit that:detects characteristic structures in the first set and the second set of projection images;segments the characteristic structures by a vectorial representation of the characteristic structures;triangulates the characteristic structures to obtain a three-dimensional representation of the characteristic structures;determines three-dimensional displacement vector fields indicating displacements of the three-dimensional representation of the characteristic structures relative to a reference instant; andreconstructs a three-dimensional image of the moving examination object using the three-dimensional displacement vector fields to display a state of the moving examination object at the reference instant.	NULL	12	False
0007ikx2cbtdpcva4ph0hfdxc	8410563	The apparatus of claim 1, the plurality of first nano wires are perpendicular to the first electrode, and the plurality of second nano wires are perpendicular to the third electrode.	1	12	False
0007j0v3zfx6sd29po5umrc3f	5068905	Apparatus according to claims 1, 4, or 5 including pipeline interlock means for holding the state of the apparatus when servicing of input and output data streams are delayed.	NULL	6	False
0007j199qpg1dd87n572fq886	7258559	A plug-and-socket connection device as in claim 15, further comprising:a pair of flaps pivotably mounted to said base plate and movable betweena closed configuration, in which said pair of flaps together form a cover for said second connector element when said second connector is in said retracted position, andan open configuration, in which said second connector element can be disposed in said advanced position; anda pair of springs operably coupled between said base plate and said pair of flaps, respectively, to bias said pair of flaps towards said closed configuration.	15	17	False
0007j6wlayhhim0ea8t3mmyx8	5485542	Apparatus according to claim 28 wherein said plate means, said support shaft, said fastener member and said connection means comprise materials having a relatively high degree of thermal conductivity.	NULL	29	False
0007jq3o4zgjvqmw2379g9kdi	8547022	A lighting control system comprising:a plurality of luminaires, each of said luminaires being coupled to a pole and havinga primary light source housing coupled to said pole;at least one selectively powerable HID lamp enclosed in said primary light source housing and electrically connected to an HID ballast, said HID lamp selectively producing a directed HID light output;a longitudinally extending LED arm assembly extending from the pole, said LED arm assembly having a selectively powerable secondary LED light source coupled thereto, said LED light source having a plurality of LEDs electrically connected to at least one driver and selectively producing a directed LED light output;wherein the luminosity of said HID light output is at least two times greater than the luminosity of said LED light output;a signal receiving controller electrically coupled to an AC power line, said at least one HID ballast, and said at least one driver;wherein said signal receiving controller is operable to electrically route said AC power line to either said at least one HID ballast or said at least one driver dependent on an electrical signal sent over said AC power line.	NULL	8	False
0007jwsd9hcs67olyhtq5xerv	9378615	The gaming table device of claim 1, wherein the reading device refers to the selection inhibiting information to determine whether or not one antenna can be selected in accordance with a predetermined antenna selection order; when the one antenna can be selected, selects the one antenna; and when the one antenna cannot be selected, determines whether or not another antenna next to the one antenna can be selected in accordance with the predetermined antenna selection order, and changing the order of selection of the one antenna.	1	4	False
0007kb45jzjogdv7fcpe1bsc2	D763295	We claim the ornamental design for a display panel of a programmed computer system with a graphical user interface, as shown and described.	NULL	1	True
0007kw92yak54t1daygc5vgnc	6977414	A semiconductor device comprising:a semiconductor layer of a first conductivity type;a pair of base regions of a second conductivity type selectively provided on a surface of the semiconductor layer;source regions of a first conductivity type, each of the source regions being selectively provided on a surface of each of the base regions;an electrical field reducing region of a second conductivity type selectively provided on the surface of the semiconductor layer between the pair of the base regions;a gate insulating film provided on the surface of the base regions;a pair of gate electrodes provided on the gate insulating film, each of the gate electrodes being provided on the surface of the base regions between the source region and the electrical field reducing region; anda source electrode connected to the source regions,the electrical field reducing region being isolated from both of the gate electrode and the source electrode,wherein the base region has a terminal area extending toward the electrical field reducing region, andthe electrical field reducing region is connected to the base region at the terminal area.	NULL	2	False
0007lyr1ua5g6ncih12x0vdqr	4641266	The system of claim 5 further comprising:means cooperative with the first conveying means and with the arbitrator for delaying receipt by the arbitrator of requests for resource access conveyed by the first conveying means.	NULL	6	False
0007oiihsmhhvijal66ny66e7	7663191	The semiconductor device according to claim 1, wherein the first silicide layer is formed from two layers.	1	4	False
0007oiscscl49wa77cg32qsvc	8073469	A system for paging for wireless networks comprising:a time reference;an internal server paging window clock;an internal wireless terminal paging window clock;a processor of a server for synchronizing the internal server paging window clock with the time reference and for deriving a paging window and a dormant window based at least in part on the internal server paging window clock or the internal wireless terminal paging window clock, wherein the paging window and the dormant window are separate from a paging interval used between a base station and the wireless terminal, wherein a duration of the paging window is greater than a duration of the paging interval used between the base station and the wireless terminal, and wherein a duration of the dormant window is greater than the duration of the paging interval used between the base station and the wireless terminal;a processor of the wireless terminal for synchronizing the internal wireless terminal paging window clock with the time reference and for deriving the paging window and the dormant window;a wireless terminal radio receiver for receiving pages from the server, wherein the wireless terminal radio receiver listens for pages only during the paging window, and wherein the wireless terminal radio receiver ignores all communication from the base station during the dormant window, including a page within a paging slot between the wireless terminal and the base station, wherein the paging window has a duration at least as long as a duration from a start of a first paging slot to an end of a second paging slot between the wireless terminal and the server such that the paging window overlaps at least one paging slot between the wireless terminal and the base station.	NULL	14	False
0007ok676ttrzfjp473ir1bdw	7569951	The method of claim 10, wherein the step of driving is carried out when the ferrite load is at a first temperature.	10	14	False
0007pgc1b3elerywmttxelnbk	6715223	Apparatus according to claim 8 further comprising:a second viewing aperture formed in said front surface and spaced by an ocular dimension from said first aperture; and said film loop includes paired stereoscopic images separated for alignment with corresponding ones of said apertures.	8	9	False
0007qzzw6mszanvmqa2v2yzzk	9221210	The method of claim 1, wherein:the second forming tool comprises compacted porous insulation material; andat least a portion of the second forming tool is disposed in the annular cavity while a vacuum is formed in the annular space.	1	3	False
0007r0n5ynbk6tlx4c8o8br9q	7404436	The holding device as claimed in claim 3, wherein the split ring is configured to be positioned against the outer peripheral edge of the sleeve and to bear a load generated by the sleeve.	3	4	False
0007rrtbalysxom36wanrv2dn	7340311	The power disconnect controller of claim 1, wherein:the user interface includes an electronic card reader; andthe access code is entered through the card reader.	1	3	False
0007rshod5jmir3b5y9qt998q	4066637	A basic azo dyestuff according to claim 11 which is substituted by ##STR303##	NULL	17	False
0007t28ng5bvguu1beu29tfxc	6421560	A device for guiding spots for acupuncture according to claim 1, wherein contents of said initial display are provided by selective combination of a body, persons who need an acupuncture cure, and a first aid item.	1	2	False
0007t4zb88pav9067izxcrsh4	8840275	The lighting assembly of claim 23, wherein the light guides have respective light extracting elements.	23	27	False
0007tsh8hrgkk55ikpc2un0ji	6277121	The apparatus as defined in claim 12 wherein the stop member includes a stop surface.	NULL	13	False
0007tyawgidbk43xpaknwgl3i	9684443	The system of claim 19, wherein the computer program is executable by the processor to further:record an area of the display that is actuated during each of one or more fourth user inputs prior to the first user input being performed,wherein the collar has a size in correspondence with areas of the display that have been actuated by the first user input and by the one or more fourth user inputs.	19	20	False
0007u5jckfg83llkpe4k4huzv	6314409	A process control system as in claim 36 wherein the rules defining access rights include at least one internal rule built in the access mechanism.	NULL	37	False
0007ubpqdnk1mmbgpsy32p96i	4453899	The improvement as claimed in claim 9 or 10 wherein said sealing element has an indentation on each side surface thereof, and said guide member has an inwardly projecting portion on booth side walls thereof which engage said indentations and firmly hold said sealing element to prevent axial movement thereof.	NULL	13	False
0007uhfeffcvkuhcoratfqldk	5644750	An apparatus according to claim 2, wherein the first logic calculating means includes an AND circuit for calculating logical AND between the data and storage data stored in the memory.	NULL	3	False
0007uoyv7gfjowhlt73oi9z5s	7324423	The recording medium according to claim 84 wherein said N-bit data are changed from 0X44h to 0X04h or vice versa as a result of changing said certain bit or bits.	84	86	False
0007vdq95ld0j53vs045ghpxr	8558548	The method of claim 1, wherein two of the plurality of spaced antennas are axial transmitters, the tilted antennas are receivers, and there is relative symmetry between the axial transmitters and the tilted receivers; and further comprising forming conditioning factors using measurements from those axial transmitters and tilted receivers.	1	5	False
0007wb3ehg5g7amhk3rlbeyvy	7860924	The program storage device of claim 26, wherein the program of instructions is further executable by the processor:receive, by the particular request handler, a response to the request from the repository, the response to the request comprising:the data entry in the current version of the web services standard; andthe plurality of unique identifier keys for the data entry; andconvert, by the particular request handler, the data entry from the current version to the older version.	26	28	False
0007xxr3xg3bvwmzz82pbe2wu	6274698	Process according to claim 1 wherein the diluent has a boiling point of between 190 and 300.degree. C.	NULL	9	False
0007y1cs6bt97cg05yzm5ruu6	9292116	The method of claim 27, wherein the digitizer system is configured to alter a refresh rate of the digitizer system based the instructions defined by the software application.	27	28	False
0007yfj468jrd9zc85yefsuya	8515767	The method of claim 24, wherein VLC codebooks are assigned to each pair of descriptor components is based on a relative position of each corresponding spectral band within the audio frame and an encoder layer number.	24	25	False
0007zwtu4m1qmcm2nagqwx30q	8337881	The formulation of claim 1 wherein said cyanoacrylate monomer is selected from the group consisting of 2-octyl cyanoacrylate, n-octyl cyanoacrylate, 2-ethyl hexyl cyanoacrylate, butyl cyanoacrylate and isomers thereof.	1	4	False
00080xdo1y6wk5ut66dsbba8i	8153647	A compound of formula (I) as claimed in claim 1, wherein X, Y and Z represent carbon atoms;in the form of a free base or of an addition salt with an acid or a base.	1	4	False
00081jpvzw7lt2o8ov7jd7kru	8800070	The method of claim 10, wherein adjacent elongate segments have threaded ends; and wherein the at least one adjustable length joint comprises a threaded barrel receiving the threaded ends.	10	12	False
00081w3v9wmxx6ptzuiqx94il	5559589	The system recited in claim 3, wherein the lug element is connected by adhesion, the base portion adopted to engage said first component by being adhesively mounted on one of the components.	NULL	4	False
000824fgqnk5qh80rnx4eb40n	7551076	The electronic tag of claim 21, whereinthe identifier that was retrieved by the security system keypad from the memory of the security system is retrieved in response to a user input component of the security system.	21	22	False
00082c5m9fswyjrkm89yrz77r	4700358	The synchronous and asynchronous data transmitter/receiver of claim 17 wherein said first data conversion means comprises a universal-asynchronous-receiver-transmitter.	NULL	18	False
00082ezleafttaim5y1pfyuyz	8753946	The method of claim 1, wherein a mean diameter or length of the plurality of semiconductor diodes is greater than about twenty (20) microns and less than about forty (40) microns.	1	6	False
00082wo676moh8wu7nycwfmzd	7947312	The method of claim 1 wherein said administering includes a nontoxic inert carrier.	1	4	False
00083ryoxg98dp36ggur00pgk	8586116	The method of claim 10 in which the non material is one of (a) a polymer or polymer-like material, (b) a polypropylene or polypropylene-like material, (c) a plastic or plastic-like material with a heat transfer characteristic substantially smaller than metal, and (d) a plastic or plastic-like material that is hydrophobic.	10	13	False
00083sepyg98csrmru9f1w58z	8767151	The in-plane switching liquid crystal display of claim 1, wherein each of the first and second polarized plates use an isotropic film as a protective film.	1	9	False
00085hsw8bblqp8qobecriywp	5157848	The combination of claim 10 wherein said delay means includes an adjustable timer.	NULL	11	False
00085l2jxcn3wd7ti2tjjmajd	5469698	A combined cycle power generation system comprising:a carbonizer for producing fuel gas having solid fuel particles entrained therein;first separating means for substantially separating said fuel gas from said solid fuel particles passing from said carbonizer;a pressurized fluidized bed reactor for receiving said solid fuel particles from said first separating means, said reactor burning said solid fuel particles with air to produce flue gases having solid particles entrained therein;second separating means for substantially separating said flue gases from said solid particles passing from said reactor;a heat exchanger for receiving the separated solid particles from said second separating means and for cooling a portion of said latter particles; means for passing said cooled portion of said particles and the remaining portion of said particles from said heat exchanger back to said reactor, the ratio of said cooled portion of said particles to said remaining portion of said particles being adjustable to control the temperature of said reactor;a combustor for combusting said fuel gas in the presence of said flue gases to produce gaseous products of combustion;a first turbine for receiving and utilizing said gaseous products of combustion to produce torque for the generation of electrical energy;means connected to said first turbine for receiving hot exhaust gases from said first turbine and for utilizing said hot exhaust gases to produce steam; anda second turbine for receiving and utilizing said steam to produce torque for the generation of electrical energy.	NULL	7	False
000881xyna4vqjxjmbroc42w8	4464864	The window of claim 11 wherein said first and second resilient weatherstrip means comprise an elongated element substantially T-shaped in cross-section and including a first sealing surface engaging said fifth weatherstrip means and second and third sealing surfaces at substantially right angles to said first sealing surface and sealingly engaging said first and second weatherstrip means and a base adapted to fit within said U-shaped channel.	NULL	12	False
00088ohxp3d3bbrckbakr18ee	6725182	A system comprising:a controller communicatively coupled to at least one field device; and a computer system communicatively coupled to the controller, wherein at least one of the controller and the field device is adapted to transmit monitoring data associated with the at least one field device to the computer system when an amount of time that the at least one field device has been in operation is greater than a predetermined amount of time.	NULL	1	True
0008a6mw35v7de3j7vetrco2f	4213238	The method of claim 4 where said mold fixture has removable top and bottom plates and is rotated 180.degree. between the steps of casting the elastomeric mold and separating said master from said elastomeric mold.	NULL	5	False
0008aut6mezix12wqol774x25	7050295	The method of claim 25, wherein said pressing completes the transition from an unlatch condition to a latched condition between the first and main body, and wherein the first and second engagement protrusions extend from opposite sides of the first body and ends of the bi-directional latch.	25	26	False
0008b07l97z1wodntknuct70a	6265519	A method according to claim 1 wherein the thiol functional amide curing agent is the reaction product of mercaptoglycolic acid and polyoxyalkalene amide.	NULL	2	False
0008b80o0za5if3r1vry3wc03	4832145	A four-wheel-drive vehicle as recited in claim 4, wherein said motive power transmission further includes a first viscous coupling in parallel with said clutch.	NULL	5	False
0008dqm7xpbqexcankvxcqt4f	8474433	An engine braking system comprising: an internal combustion engine with an air intake path and an exhaust gas path; a turbocharger comprising a compressor for delivering pressurised air to the air intake path and a turbine for receipt of the exhaust gas from the engine, the turbine comprising a turbine wheel rotatably disposed in a turbine housing, the compressor comprising a compressor impeller rotatably disposed in a compressor housing, the turbine wheel and compressor impeller being connected by a turbocharger shaft, a bearing housing disposed between the compressor and turbine for housing a bearing assembly to support the turbocharger shaft in rotation, at least one first seal between the shaft and a compressor end of the bearing housing; an exhaust gas brake in the exhaust gas path and operable to effect engine braking, an exhaust gas bleed path extending from the exhaust gas path to a location between the at least one first seal and the compressor housing for diverting at least a portion of the exhaust gas from the exhaust gas path during engine braking.	NULL	15	False
0008fsbzsdn3iulcyge4htkgh	5412151	The compound of claim 1, wherein R is t-butyl or t-amyl.	NULL	3	False
0008ftmo33hxos71ak5bstj3c	6662968	A product dispenser, comprising:a main housing having a top surface, a housing front, and an interior; a product compartment defined on said top surface having a bottom surface configured as a pair of flanges attached to opposing sides of said product compartment, wherein said flanges define a channel-like opening; and, a release mechanism removably mounted on said housing front and positioned underlying said bottom surface, said release mechanism further comprising a rotating arm configured to be turned by a turning knob, wherein said rotating arm may pass through said channel-like opening to move generally rectangular products out of said product compartment.	NULL	8	False
0008gqupyoznq0p2oxuxazdnh	6525999	A wristwatch with an illuminated ornamental display system comprising, in combination:a case having a bottom wall in a rectangular configuration with long upstanding parallel side walls and short upstanding parallel end walls and a short upstanding divider wall there between and with an open top to form two chambers there within, a watch chamber and a display chamber, the bottom wall having a disengagable periphery for releasably coupling with a remainder of the case; an intermediate support plate having a peripheral edge coupled to the interior of the side and end walls of the case at an intermediate elevation thereof with a circular opening in the center of the watch chamber and the display chamber; a timing assembly having a container coupled with respect to the support plate beneath the opening of the watch chamber with upstanding concentric rods extending through the circular opening and with a long minute hand and a short hour hand coupled to the rods above the support plate for the indication of time and with a battery removably received in the watch chamber and accessible through the temporary removal of the bottom wall of the case; a plurality of illuminatable ornamental displays including a cameo of a translucent material and a picture of a translucent material, each display including a rectangular base selectively received within the display chamber with a light source, preferable a light emitting diode, there beneath coupled with respect to the support plate centrally beneath an ornamental display with a receptacle for removably supporting the light source with respect to the display and with a battery removably received in the display chamber and accessible through the temporary removal of the bottom wall of the case; removable coupling components to position or remove a preselected display within the display chamber, such coupling components including a V-shaped recess in the divider wall and an arcuate recess in the adjacent end wall and with each display having a V-shaped projection in one end edge and an arcuate projection in the other end edge; a rotatable stem having an interior end coupled with respect to the timing assembly and extending through a first side aperture in a side wall there adjacent and with an exterior end for the adjustment of the position of the hands; an axially shiftable rod having an interior end coupled to the display assembly and extending through a second side aperture in a side wall and with an exterior end adapted to be depressed by a user for activating the display assembly to illuminate the light source and transmit light through the display to the region adjacent to the upper surface of the support plate and the hands; and a transparent crystal positioned over the upper face of the watch chamber to protect the face and hands of the watch.	NULL	1	True
0008gxpo471jjoh0bbu03a80c	5979650	The bulk-packaged viscous product in accordance with claim 1, wherein said inside surface of the sleeve has a length which is not greater than said given height of the bulk quantity of viscous product.	NULL	2	False
0008h3u0ppz8cnvpcy6z09g20	4675582	The system as recited in claim 11, wherein said primary is separated into at least three sections including a first constant velocity section, an acceleration section within which the secondaries change velocity and a second constant velocity section, with each section having one or more discrete zones contaiend therein.	NULL	16	False
0008i7svyvz53tesn0lig64oc	7009251	The SOI FET of claim 1, wherein said dielectric constant of said doped regions is less than said dielectric constant of said undoped region.	1	2	False
0008ia51m10a69dp7hpoian6f	8074868	The method according to claim 1, wherein the heating of the semiconductor chips from the second main surface sides of the chips over the second stage is performed directly without interposition of the organic wiring substrate.	1	3	False
0008iqpm3oxxf4bij0b4dbrra	5165186	A sign as claimed in claim 2 wherein the second lens of each element is a fresnel lens of negative power and having fresnel grooves formed in its surface nearer to the first lens of the element and wherein the optical object of each element is mounted at a fixed distance from said second lens in the direction away from said first lens.	NULL	4	False
0008j4glmw9blz2a183098rtr	5733203	A golf club as in claim 1, wherein the hosel is straight and lies at 90.degree. to the axis of the shaft the hosel extending substantially perpendicular from a face of the head.	NULL	2	False
0008kljrlja9hih4oirbbffax	4858179	A circuit according to claim 12 wherein said plurality of output gates include first and second groups of said output gates each said output gate having a plurality of inputs, one input to each of said first group being connected to a first clock signal and one input to each of said second group being connected to a second clock signal, the remainder of said plurality of inputs of each of said output gates being connected to said means for storing via said plurality of output interconnections.	NULL	18	False
0008l27hvsnlqbe3v5l74wdx4	9602632	The method according to claim 1, wherein before the querying in a pre-built base station classification table, the method further comprises:for all the base stations being managed, determining base stations of a same type in accordance with a preset classification rule; andassociating the names of the determined base stations and adding the names of the determined base stations into the base station classification table.	1	3	False
0008londh2z3b2ppkfzx63r4f	7530696	The projector of claim 15 further comprising a field lens interposed between the shaping optics and the modulator.	15	16	False
0008lyfgfxblyy10yy3e087ay	6511710	A method of coating an inner surface of a weapon barrel with a metal nitride to protect said weapon barrel inner surface against corrosion comprising:(a) introducing a plasma burner into the weapon barrel; (b) producing a plasma flame by the plasma burner; (c) directing the plasma flame against the inner barrel surface to cause impingement thereon and to heat material of said weapon barrel inner surface to a temperature at which said material of said weapon barrel inner surface melts; (d) introducing a coating material source and nitrogen into the plasma flame for melting the coating material source to form a molten liquid and for depositing the molten liquid by the plasma flame on the inner surface, wherein said coating material is in the form of powder, wire or ribbon; and (e) moving the plasma burner inside the weapon barrel axially thereof and relative thereto and alloying at least a portion of said coating material at said surface while performing steps (b), (c) and (d) for obtaining a surface coating on the inner barrel surface.	NULL	8	False
0008niurqv2ht38awydxjaw2n	7538169	The ion conductive film according to claim 12, wherein the amount of said nitrogen-containing compound falls within a range of between 1 ppm and 50,000 ppm based on said fluorine-containing sulfonic acid.	12	13	False
0008nxw1fpckk0tjncojetag3	7964172	The method of claim 3, wherein initial local heating is carried out by locally heating about 1 mm3 of the homogeneous reactant green mixture to the melting point of magnesium.	3	7	False
